epoch,train_loss,val_loss,params
1,1.6619711721603794,1.3641792950422869,21384
2,1.2711391250871709,1.2111361631448718,21384
3,1.1880607087132535,1.152645092079605,21384
4,1.1480349156321312,1.1217353223026663,21384
5,1.1223253762409222,1.1102082280145176,21384
6,1.1052791568350167,1.0893328690874404,21384
7,1.095077764188583,1.0813041666279668,21384
8,1.0859188536513305,1.1176639380662337,21384
